50 80
50 94
50 95
51 21
51 24
51 37
51 44
51 59
51 60
51 73
52 74
52 83
52 91
52 93
52 96
52 97
52 99
53 47
53 75
53 76
53 81
53 86
53 95
53 98
54 39
54 40
54 64
54 74
54 88
54 89
54 91
55 81
55 83
55 89
55 90
55 93
55 97
55 99
56 4
56 10
56 48
56 58
56 67
56 71
56 93
56 95
57 34
57 45
57 62
57 92
57 94
57 95
57 97
57 98
58 14
58 41
58 46
58 48
58 56
58 67
58 71
58 99
59 3
59 9
59 21
59 24
59 44
59 51
59 71
59 73
60 31
60 51
60 63
60 76
60 77
60 84
60 92
60 97
61 6
61 12
61 28
61 64
61 77
61 88
61 89
61 92
62 16
62 22
62 26
62 50
62 57
62 79
62 86
62 95
62 98
63 11
63 17
63 40
63 60
63 77
63 84
63 88
63 92
63 94
64 54
64 61
64 66
64 74
64 77
64 84
64 88
64 92
64 93
65 82
65 87
65 90
65 91
65 93
65 96
65 97
65 98
65 99
66 2
66 18
66 64
66 78
66 81
66 86
66 94
66 95
66 98
67 4
67 10
67 41
67 48
67 56
67 58
67 71
67 82
67 99
68 23
68 83
68 90
68 91
68 93
68 94
68 96
68 97
68 99
69 1
69 15
69 81
69 85
69 92
69 94
69 95
69 98
69 99
70 25
70 35
70 39
70 42
70 73
70 74
70 81
70 84
70 88
70 89
71 4
71 14
71 41
71 46
71 48
71 56
71 58
71 59
71 67
71 75
72 30
72 48
72 79
72 87
72 90
72 91
72 93
72 96
72 97
72 99
73 9
73 21
73 24
73 27
73 37
73 44
73 51
73 59
73 70
73 86
74 22
74 35
74 49
74 52
74 54
74 64
74 70
74 84
74 88
74 89
74 94
75 16
75 50
75 53
75 71
75 78
75 85
75 91
75 92
75 94
75 95
75 98
76 6
76 25
76 35
76 39
76 42
76 53
76 60
76 77
76 86
76 88
76 89
76 92
77 28
77 46
77 60
77 61
77 63
77 64
77 76
77 79
77 84
77 88
77 92
77 99
78 2
78 19
78 30
78 33
78 45
78 66
78 75
78 85
78 90
78 94
78 95
78 98
79 20
79 62
79 72
79 77
79 80
79 82
79 87
79 90
79 91
79 93
79 96
79 97
79 99
80 3
80 20
80 39
80 47
80 50
80 79
80 87
80 90
80 91
80 93
80 96
80 97
80 99
81 0
81 5
81 23
81 26
81 53
81 55
81 66
81 69
81 70
81 83
81 85
81 86
81 94
81 98
82 26
82 43
82 65
82 67
82 79
82 83
82 87
82 90
82 91
82 93
82 94
82 96
82 97
82 99
83 38
83 43
83 52
83 55
83 68
83 81
83 82
83 87
83 90
83 91
83 93
83 96
83 97
83 98
83 99
84 25
84 28
84 32
84 33
84 36
84 60
84 63
84 64
84 70
84 74
84 77
84 88
84 89
84 91
84 92
85 1
85 23
85 26
85 29
85 30
85 33
85 35
85 69
85 75
85 78
85 81
85 86
85 88
85 97
85 98
86 0
86 1
86 29
86 30
86 33
86 53
86 62
86 66
86 73
86 76
86 81
86 85
86 94
86 95
86 96
86 98
87 0
87 7
87 18
87 31
87 40
87 65
87 72
87 79
87 80
87 82
87 83
87 90
87 91
87 93
87 96
87 97
87 99
88 5
88 22
88 25
88 35
88 49
88 54
88 61
88 63
88 64
88 70
88 74
88 76
88 77
88 84
88 85
88 89
88 95
89 6
89 28
89 31
89 32
89 37
89 42
89 49
89 54
89 55
89 61
89 70
89 74
89 76
89 84
89 88
89 92
89 96
89 97
90 10
90 32
90 38
90 47
90 55
90 65
90 68
90 72
90 78
90 79
90 80
90 82
90 83
90 87
90 91
90 93
90 94
90 96
90 97
90 99
91 7
91 36
91 47
91 49
91 52
91 54
91 65
91 68
91 72
91 75
91 79
91 80
91 82
91 83
91 84
91 87
91 90
91 93
91 96
91 97
91 99
92 11
92 22
92 24
92 25
92 31
92 32
92 35
92 39
92 40
92 42
92 49
92 57
92 60
92 61
92 63
92 64
92 69
92 75
92 76
92 77
92 84
92 89
93 8
93 15
93 36
93 40
93 47
93 52
93 55
93 56
93 64
93 65
93 68
93 72
93 79
93 80
93 82
93 83
93 87
93 90
93 91
93 95
93 96
93 97
93 99
94 0
94 5
94 12
94 15
94 16
94 23
94 26
94 29
94 30
94 34
94 50
94 57
94 63
94 66
94 68
94 69
94 74
94 75
94 78
94 81
94 82
94 86
94 90
94 98
95 0
95 1
95 12
95 13
95 14
95 15
95 19
95 20
95 29
95 34
95 45
95 50
95 53
95 56
95 57
95 62
95 66
95 69
95 75
95 78
95 86
95 88
95 93
95 98
96 8
96 13
96 18
96 28
96 34
96 36
96 38
96 43
96 47
96 52
96 65
96 68
96 72
96 79
96 80
96 82
96 83
96 86
96 87
96 89
96 90
96 91
96 93
96 97
96 99
97 7
97 8
97 18
97 20
97 36
97 38
97 52
97 55
97 57
97 60
97 65
97 68
97 72
97 79
97 80
97 82
97 83
97 85
97 87
97 89
97 90
97 91
97 93
97 96
97 98
97 99
98 2
98 5
98 7
98 13
98 16
98 19
98 23
98 29
98 30
98 33
98 34
98 43
98 45
98 53
98 57
98 62
98 65
98 66
98 69
98 75
98 78
98 81
98 83
98 85
98 86
98 94
98 95
98 97
99 6
99 7
99 8
99 18
99 20
99 29
99 36
99 38
99 43
99 47
99 52
99 55
99 58
99 65
99 67
99 68
99 69
99 72
99 77
99 79
99 80
99 82
99 83
99 87
99 90
99 91
99 93
99 96
99 97
